Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
I'm starving to death	If you'd like to take a break and grab something to eat, I'll be here.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	85
I'm hungry af	If you'd like to take a break and grab something to eat, I'll be here.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	85
I'm peckish	If you'd like to take a break and grab something to eat, I'll be here.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	85
I'm so hungry	If you'd like to take a break and grab something to eat, I'll be here.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	85
I'm so hungry I could eat a bear	If you'd like to take a break and grab something to eat, I'll be here.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	85
I'm so hungry I could eat a horse	If you'd like to take a break and grab something to eat, I'll be here.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	85
I'm a little hungry	If you'd like to take a break and grab something to eat, I'll be here.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	85
I'm feeling peckish	If you'd like to take a break and grab something to eat, I'll be here.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	85
I am on a boat	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am engaged	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am lazy	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am liberal	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am married	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Mexican	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am middle-aged	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Latina	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am old	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Korean	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am on a business trip	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am on the road	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am overweight	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am pregnant	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am religious	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Russian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am self-employed	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Native American	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am in Seattle	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a child	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Ethiopian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am fat	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am French	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am German	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am handsome	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Latino	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am in a relationship	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am shy	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am in the city	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am in the country	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Indian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Irish	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Italian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Japanese	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Jewish	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Hispanic	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a boxer	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I have the flu	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a Baby Boomer	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a bartender	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a baseball fan	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a basketball fan	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a Bernie supporter	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am sexy	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a blogger	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I have brothers	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a boy	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a bro	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a Buddhist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a Capitalist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a carnivore	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a cat person	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a bartender	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a Biden supporter	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am white	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am doing that	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am sick	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am single	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am skinny	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am strong	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am tall	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am underweight	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I have sisters	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am weak	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I have duel citizenship	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am young	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I have a big family	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I have a brother	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I have a cold	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I have a fever	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I have a sister	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am short	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Vietnamese	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a muslim	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am English	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Hoosier	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a journalist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a lawyer	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a liberal	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Libertarian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a game designer	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a librarian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Democrat	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a pagan	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Pisces	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Republican	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a salesman	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a scientist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a soccer fan	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Socialist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Libra	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a chef	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a baseball fan	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a basketball fan	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Bernie supporter	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Biden supporter	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a blogger	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Buddhist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a hindu	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a carnivore	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a teacher	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a child of god	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Christian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Communist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a conservative	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a cook	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a cop	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a CPA	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Capitalist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am bipolar	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am an engineer	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am an extrovert	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am an immigrant	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am an Independent	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am an introvert	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am an only child	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a student	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am bald	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am an artist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am black	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Canadian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am Chinese	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am competitive	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am conservative	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am cute	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am divorced	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am athletic	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a writer	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a child of god	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a tech journalist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a tech worker	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a teenager	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Trump supporter	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a vegan	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a vegetarian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am an educator	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Warren supporter	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am an atheist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am African American	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am American	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am an activist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am an agnostic	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am an Aquarius	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am an Aries	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Taurus	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I am a Virgo	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm in a relationship	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm black	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Gen Y	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Gen Z	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm German	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm going to do that	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm handsome	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm gangsta	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Hispanic	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm from there	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm in Seattle	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm in the city	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm in the country	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Indian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Irish	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Italian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Japanese	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm hindu	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm cute	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a chef	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm blonde	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm brunette	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Canadian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Chinese	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm competitive	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm gay	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm currently travelling	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Latina	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm divorced	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm doing that	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm engaged	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm English	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Ethiopian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm fat	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm French	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm conservative	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm the king	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm short	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm shy	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm sick	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm single	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm skinny	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm strong	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Jewish	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm the best	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Russian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm the queen	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm thick	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm underweight	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Vietnamese	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm weak	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm white	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm young	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm tall	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm old	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm bisexual	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Latino	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm lazy	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm liberal	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm married	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Mexican	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm middle-aged	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm sexy	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Native American	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm self-employed	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm on a boat	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm on a business trip	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm on the road	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm overweight	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm pregnant	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm religious	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm Korean	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm muslim	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a Pisces	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm blond	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a liberal	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a Libertarian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a Libra	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a librarian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a man	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a journalist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a pagan	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a Hoosier	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a redhead	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a Republican	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a robot	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a salesman	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a scientist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a soccer fan	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a Socialist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a millennial	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a diver	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a Christian	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a Communist	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a conservative	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a cook	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
I'm a cop	Thanks for sharing that with me.	qna_chitchat_Caring.tsv	editorial:chitchat	[]	false	[]	86
